	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓
1372. 	RUS 	XYZ 		Pavel Sivakov 	1997 	1 	0 	0
1373. 	BEL 	AAS 	CONT 	Franklin Six 	1996 	1 	0 	0
1374. 	NOR 	TJI 	CONT 	Anders Skaarseth 	1995 	1 	0 	0
1375. 	NED 	MCT 	CONT 	Ivar Slik 	1993 	1 	0 	0
1376. 	RSA 	XYZ 		Willie Smit 	1992 	1 	0 	0
1377. 	ESP 	XYZ 		Joaquin Sobrino 	1982 	1 	0 	0
1378. 	RUS 	LOK 	CONT 	Dmitry Sokolov 	1988 	1 	0 	0
1379. 	USA 	RLY 	CONT 	Thomas Soladay 	1983 	1 	0 	0
1380. 	DEN 	RIW 	CONT 	Chris Anker Sørensen 	1984 	1 	0 	0
1381. 	COL 	AND 	PROF 	Ivan Ramiro Sosa 	1997 	1 	0 	0
1382. 	COL 	ECZ 	CONT 	Nelson Soto 	1994 	1 	0 	0
1383. 	FRA 	COF 	PROF 	Geoffrey Soupe 	1988 	1 	0 	0
1384. 	POR 	BOA 	CONT 	Rui Miguel Barbosa Sousa 	1976 	1 	0 	0
1385. 	SUI 	WVA 	PROF 	Lukas Spengler 	1994 	1 	0 	0
1386. 	AUS 	XYZ 		Sam Spokes 	1992 	1 	0 	0
1387. 	ITA 	AND 	PROF 	Matteo Spreafico 	1993 	1 	0 	0
1388. 	ITA 	NIP 	PROF 	Riccardo Stacchiotti 	1991 	1 	0 	0
1389. 	POL 	XYZ 		Adam Stachowiak 	1989 	1 	0 	0
1390. 	NED 	SUN 	WT 	Tom Stamsnijder 	1985 	1 	0 	0
1391. 	POL 	VAT 	PROF 	Daniel Staniszewski 	1997 	1 	0 	0
1392. 	RUS 	LOK 	CONT 	Mamyr Stash 	1993 	1 	0 	0
1393. 	BEL 	WVA 	PROF 	Julien Stassen 	1988 	1 	0 	0
1394. 	GER 	XYZ 		Andreas Stauff 	1987 	1 	0 	0
1395. 	BEL 	SVB 	PROF 	Stijn Steels 	1989 	1 	0 	0
1396. 	POL 	WIB 	CONT 	Grzegorz Stepniak 	1989 	1 	0 	0
1397. 	ITA 	XYZ 		Luca Sterbini 	1992 	1 	0 	0
1398. 	GBR 	ONE 	CONT 	Thomas Stewart 	1990 	1 	0 	0
1399. 	NOR 	TJI 	CONT 	Adrian Aas Stien 	1992 	1 	0 	0
1400. 	AUS 	MTS 	CONT 	Michael Storer 	1997 	1 	0 	0
1401. 	ITA 	XYZ 		Simone Stortoni 	1985 	1 	0 	0
1402. 	POL 	CCC 	PROF 	Patryk Stosz 	1994 	1 	0 	0
1403. 	SUI 	TRA 	CONT 	Colin Stüssi 	1993 	1 	0 	0
1404. 	COL 	EPM 	CONT 	Juan Pablo Suarez 	1985 	1 	0 	0
1405. 	COL 	MZN 	PROF 	Bernardo Suaza 	1992 	1 	0 	0
1406. 	USA 	UHC 	PROF 	Daniel Summerhill 	1989 	1 	0 	0
1407. 	UKR 	XYZ 		Oleksandr Surutkovych 	1984 	1 	0 	0
1408. 	AUS 	XYZ 		Chris Sutton 	1984 	1 	0 	0
1409. 	ITA 	XYZ 		Fabio Taborre 	1985 	1 	0 	0
1410. 	ITA 	AND 	PROF 	Alessio Taliani 	1990 	1 	0 	0
1411. 	NED 	TLJ 	WT 	Bram Tankink 	1978 	1 	0 	0
1412. 	MDA 	XYZ 		Nicolai Tanovitchi 	1993 	1 	0 	0
1413. 	FRA 	XYZ 		Gregoire Tarride 	1991 	1 	0 	0
1414. 	NED 	MCT 	CONT 	Remco te Brake 	1988 	1 	0 	0
1415. 	ITA 	WIL 	PROF 	Mirko Tedeschi 	1989 	1 	0 	0
1416. 	GER 	LKH 	CONT 	Jonas Tenbrock 	1995 	1 	0 	0
1417. 	GBR 	XYZ 		Andrew Tennant 	1987 	1 	0 	0
1418. 	NED 	XYZ 		Mike Terpstra 	1987 	1 	0 	0
1419. 	ESP 	XYZ 		Eloy Teruel 	1982 	1 	0 	0
1420. 	SUI 	TRA 	CONT 	Roland Thalmann 	1993 	1 	0 	0
1421. 	FRA 	XYZ 		Guillaume Thevenot 	1993 	1 	0 	0
1422. 	RSA 	DDD 	WT 	Jay Robert Thomson 	1986 	1 	0 	0
1423. 	GER 	XYZ 		Björn Thurau 	1988 	1 	0 	0
1424. 	GBR 	XYZ 		Jonathan Tiernan-Locke 	1984 	1 	0 	0
1425. 	ITA 	AST 	WT 	Paolo Tiralongo 	1977 	1 	0 	0
1426. 	ITA 	XYZ 		Giacomo Tomio 	1995 	1 	0 	0
1427. 	ITA 	BRD 	PROF 	Alessandro Tonelli 	1992 	1 	0 	0
1428. 	ESP 	XYZ 		Jose Vicente Toribio 	1985 	1 	0 	0
1429. 	ESP 	BUR 	CONT 	Pablo Torres 	1987 	1 	0 	0
1430. 	ITA 	XYZ 		Matteo Tosatto 	1974 	1 	0 	0
1431. 	FRA 	DMP 	PROF 	Julien Trarieux 	1992 	1 	0 	0
1432. 	RUS 	CJR 	PROF 	Yury Trofimov 	1984 	1 	0 	0
1433. 	ITA 	UAD 	WT 	Oliviero Troia 	1994 	1 	0 	0
1434. 	ITA 	WIL 	PROF 	Mirko Trosino 	1992 	1 	0 	0
1435. 	FRA 	DEN 	PROF 	Angelo Tulik 	1990 	1 	0 	0
1436. 	FRA 	COF 	PROF 	Jimmy Turgis 	1991 	1 	0 	0
1437. 	FRA 	XYZ 		Sebastien Turgot 	1984 	1 	0 	0
1438. 	ITA 	WIL 	PROF 	Alex Turrin 	1992 	1 	0 	0
1439. 	ESP 	EUS 	CONT 	Benat Txoperena 	1991 	1 	0 	0
1440. 	ESP 	XYZ 		Amets Txurruka 	1982 	1 	0 	0
1441. 	ESP 	EUS 	CONT 	Gotzon Udondo 	1993 	1 	0 	0
1442. 	ITA 	XYZ 		Andrea Vaccher 	1988 	1 	0 	0
1443. 	FRA 	TNN 	PROF 	Quentin Valognes 	1996 	1 	0 	0
1444. 	NED 	TFL 	CONT 	Lars van der Haar 	1991 	1 	0 	0
1445. 	NED 	RNL 	PROF 	Etienne Van Empel 	1994 	1 	0 	0
1446. 	NED 	RNL 	PROF 	Sjoerd van Ginneken 	1992 	1 	0 	0
1447. 	BEL 	LTS 	WT 	Mathias Van Gompel 	1995 	1 	0 	0
1448. 	BEL 	BMC 	WT 	Nathan Van Hooydonck 	1995 	1 	0 	0
1449. 	NED 	TNN 	PROF 	Rik van IJzendoorn 	1987 	1 	0 	0
1450. 	BEL 	WGG 	PROF 	Kevin Van Melsen 	1987 	1 	0 	0
1451. 	NED 	DJP 	CONT 	Joey van Rhee 	1992 	1 	0 	0
1452. 	BEL 	SVB 	PROF 	Kenneth Van Rooy 	1993 	1 	0 	0
1453. 	NED 	MET 	CONT 	Maarten Van Trijp 	1993 	1 	0 	0
1454. 	NED 	ICA 	PROF 	Dennis van Winden 	1987 	1 	0 	0
1455. 	RSA 	DDD 	WT 	Johan Van Zyl 	1991 	1 	0 	0
1456. 	BEL 	XYZ 		Harm Vanhoucke 	1997 	1 	0 	0
1457. 	FRA 	FDJ 	WT 	Benoît Vaugrenard 	1982 	1 	0 	0
1458. 	ITA 	BRD 	PROF 	Simone Velasco 	1995 	1 	0 	0
1459. 	BEL 	VWC 	PROF 	Otto Vergaerde 	1994 	1 	0 	0
1460. 	BEL 	PSV 	CONT 	Louis Verhelst 	1990 	1 	0 	0
1461. 	BEL 	XYZ 		Benjamin Verraes 	1987 	1 	0 	0
1462. 	NED 	TNN 	PROF 	Martijn Verschoor 	1985 	1 	0 	0
1463. 	BEL 	XYZ 		Aaron Verwilst 	1997 	1 	0 	0
1464. 	BEL 	WGG 	PROF 	Frederik Veuchelen 	1978 	1 	0 	0
1466. 	ESP 	KAT 	WT 	Angel Vicioso 	1977 	1 	0 	0
1467. 	COL 	MZN 	PROF 	Juan Villegas 	1987 	1 	0 	0
1468. 	FRA 	FDJ 	WT 	Leo Vincent 	1995 	1 	0 	0
1469. 	NED 	XYZ 		Michael Vingerling 	1990 	1 	0 	0
1470. 	DEN 	RIW 	CONT 	Troels Vinther 	1987 	1 	0 	0
1471. 	ITA 	XYZ 		Gianfranco Visconti 	1983 	1 	0 	0
1472. 	RUS 	MCC 	CONT 	Eduard Vorganov 	1982 	1 	0 	0
1473. 	ITA 	BRD 	PROF 	Luca Wackermann 	1992 	1 	0 	0
1474. 	BEL 	SVB 	PROF 	Jens Wallays 	1992 	1 	0 	0
1475. 	GER 	BEC 	CONT 	Philipp Walsleben 	1987 	1 	0 	0
1476. 	BEL 	XYZ 		Jordi Warlop 	1996 	1 	0 	0
1477. 	AUS 	ABS 	PROF 	Calvin Watson 	1993 	1 	0 	0
1478. 	NED 	BMC 	WT 	Bram Welten 	1997 	1 	0 	0
1479. 	AUS 	TNN 	PROF 	Christopher Williams 	1981 	1 	0 	0
1480. 	GBR 	ONE 	CONT 	Samuel Williams 	1994 	1 	0 	0
1481. 	USA 	ICA 	PROF 	Tyler Williams 	1994 	1 	0 	0
1482. 	BEL 	LTS 	WT 	Enzo Wouters 	1996 	1 	0 	0
1483. 	JPN 	KIN 	CONT 	Genki Yamamoto 	1991 	1 	0 	0
1484. 	USA 	RLY 	CONT 	Eric Young 	1989 	1 	0 	0
1485. 	ESP 	CJR 	PROF 	Josu Zabala 	1993 	1 	0 	0
1486. 	ITA 	XYZ 		Rino Zampilli 	1984 	1 	0 	0
1487. 	LUX 	XYZ 		Joel Zangerle 	1988 	1 	0 	0
1488. 	ITA 	BRD 	PROF 	Edoardo Zardini 	1989 	1 	0 	0
1489. 	POL 	XYZ 		Kamil Zielinski 	1988 	1 	0 	0
1490. 	NED 	XYZ 		Maikel Zijlaard 	1999 	1 	0 	0
1491. 	ITA 	XYZ 		Gianfranco Zilioli 	1990 	1 	0 	0
1492. 	ITA 	XYZ 		Andrea Zordan 	1992 	1 	0 	0
