Year,Rider ID,Rider Name,Country,UCI Team,UCI Cat,Age,Price,Score
2010,308.0,Danilo Napolitano,ITA,KAT,WT,29.0,2.0,60.0
2011,308.0,Danilo Napolitano,ITA,ASA,PROF,30.0,2.0,0.0
2012,308.0,Danilo Napolitano,ITA,ASA,PROF,31.0,1.0,100.0
2013,308.0,Danilo Napolitano,ITA,AJW,PROF,32.0,2.0,95.0
2014,308.0,Danilo Napolitano,ITA,WGG,PROF,33.0,2.0,190.0
2015,308.0,Danilo Napolitano,ITA,WGG,PROF,34.0,2.0,155.0
2016,308.0,Danilo Napolitano,ITA,WGG,PROF,35.0,2.0,130.0
2017,308.0,Danilo Napolitano,ITA,WGG,PROF,36.0,2.0,25.0
2010,309.0,Daniel Navarro,ESP,AST,WT,27.0,2.0,40.0
2011,309.0,Daniel Navarro,ESP,SBS,WT,28.0,8.0,0.0
2012,309.0,Daniel Navarro,ESP,STB,WT,29.0,1.0,75.0
2013,309.0,Daniel Navarro,ESP,COF,PROF,30.0,2.0,460.0
2014,309.0,Daniel Navarro,ESP,COF,PROF,31.0,8.0,275.0
2015,309.0,Daniel Navarro,ESP,COF,PROF,32.0,4.0,0.0
2016,309.0,Daniel Navarro,ESP,COF,PROF,33.0,1.0,205.0
2017,309.0,Daniel Navarro,ESP,COF,PROF,34.0,2.0,30.0
2018,309.0,Daniel Navarro,ESP,COF,PROF,35.0,1.0,270.0
2019,309.0,Daniel Navarro,ESP,TKA,WT,36.0,2.0,0.0
2020,309.0,Daniel Navarro,ESP,ISN,WT,37.0,1.0,0.0
2012,310.0,Carlos Nozal,ESP,XYZ,,31.0,1.0,0.0
2010,311.0,Stuart O'Grady,AUS,SAX,WT,37.0,2.0,4.0
2011,311.0,Stuart O'Grady,AUS,LEO,WT,38.0,2.0,340.0
2012,311.0,Stuart O'Grady,AUS,OGE,WT,39.0,4.0,208.0
2013,311.0,Stuart O'Grady,AUS,OGE,WT,40.0,2.0,0.0
2010,312.0,Yoann Offredo,FRA,FDJ,WT,24.0,2.0,410.0
2011,312.0,Yoann Offredo,FRA,FDJ,PROF,25.0,6.0,465.0
2012,312.0,Yoann Offredo,FRA,FDJ,WT,26.0,6.0,0.0
2013,312.0,Yoann Offredo,FRA,FDJ,WT,27.0,8.0,130.0
2014,312.0,Yoann Offredo,FRA,FDJ,WT,28.0,8.0,40.0
2015,312.0,Yoann Offredo,FRA,FDJ,WT,29.0,2.0,0.0
2016,312.0,Yoann Offredo,FRA,FDJ,WT,30.0,1.0,30.0
2017,312.0,Yoann Offredo,FRA,WGG,PROF,31.0,1.0,120.0
2018,312.0,Yoann Offredo,FRA,WGG,PROF,32.0,1.0,0.0
2019,312.0,Yoann Offredo,FRA,WGG,PROF,33.0,1.0,0.0
2020,312.0,Yoann Offredo,FRA,CWG,PROF,34.0,1.0,0.0
2010,313.0,Juan Jose Oroz,ESP,EUS,WT,30.0,2.0,20.0
2011,313.0,Juan Jose Oroz,ESP,EUS,WT,31.0,1.0,0.0
2012,313.0,Juan Jose Oroz,ESP,EUS,WT,32.0,1.0,0.0
2013,313.0,Juan Jose Oroz,ESP,EUS,WT,33.0,1.0,0.0
2014,313.0,Juan Jose Oroz,ESP,VSC,CONT,34.0,1.0,0.0
2010,314.0,Piotr Osinski,POL,MRZ,CONT,,2.0,0.0
2010,315.0,Artem Ovechkin,RUS,KAT,WT,24.0,2.0,30.0
2011,315.0,Artem Ovechkin,RUS,KAT,WT,25.0,2.0,10.0
2012,315.0,Artem Ovechkin,RUS,RVL,PROF,26.0,1.0,12.0
2013,315.0,Artem Ovechkin,RUS,RVL,PROF,27.0,1.0,10.0
2014,315.0,Artem Ovechkin,RUS,RVL,PROF,28.0,1.0,118.0
2015,315.0,Artem Ovechkin,RUS,RVL,PROF,29.0,1.0,140.0
2016,315.0,Artem Ovechkin,RUS,GAZ,PROF,30.0,2.0,12.0
2017,315.0,Artem Ovechkin,RUS,GAZ,PROF,31.0,1.0,0.0
2018,315.0,Artem Ovechkin,RUS,TSG,CONT,32.0,1.0,225.0
2019,315.0,Artem Ovechkin,RUS,TSG,CONT,33.0,1.0,100.0
2020,315.0,Artem Ovechkin,RUS,TSG,CONT,34.0,1.0,0.0
2010,316.0,Francisco Pacheco,ESP,XAC,PROF,28.0,2.0,0.0
2011,316.0,Francisco Pacheco,ESP,XYZ,,29.0,0.0,0.0
2012,316.0,Francisco Pacheco,ESP,TKT,CONT,30.0,1.0,10.0
2013,316.0,Francisco Pacheco,ESP,XYZ,,31.0,1.0,0.0
2014,316.0,Francisco Pacheco,ESP,XYZ,,32.0,1.0,0.0
2010,317.0,Luis Pasamontes,ESP,GCE,WT,31.0,2.0,0.0
2011,317.0,Luis Pasamontes,ESP,MOV,WT,32.0,1.0,0.0
2012,317.0,Luis Pasamontes,ESP,MOT,CONT,33.0,1.0,0.0
2013,317.0,Luis Pasamontes,ESP,XYZ,,34.0,1.0,0.0
2014,317.0,Luis Pasamontes,ESP,XYZ,,35.0,1.0,0.0
2010,318.0,Danny Pate,USA,GRM,WT,31.0,2.0,0.0
2011,318.0,Danny Pate,USA,THR,WT,32.0,1.0,0.0
2012,318.0,Danny Pate,USA,SKY,WT,33.0,1.0,0.0
2013,318.0,Danny Pate,USA,SKY,WT,34.0,1.0,0.0
2014,318.0,Danny Pate,USA,SKY,WT,35.0,1.0,0.0
2015,318.0,Danny Pate,USA,SKY,WT,36.0,1.0,33.0
2016,318.0,Danny Pate,USA,RLY,CONT,37.0,1.0,4.0
2017,318.0,Danny Pate,USA,RLY,CONT,38.0,1.0,0.0
2018,318.0,Danny Pate,USA,RLY,PROF,39.0,1.0,0.0
2010,319.0,Sergio Paulinho,POR,RSH,WT,30.0,2.0,80.0
2011,319.0,Sergio Paulinho,POR,RSH,WT,31.0,2.0,10.0
2012,319.0,Sergio Paulinho,POR,STB,WT,32.0,1.0,50.0
2013,319.0,Sergio Paulinho,POR,TST,WT,33.0,1.0,0.0
2014,319.0,Sergio Paulinho,POR,TCS,WT,34.0,1.0,0.0
2015,319.0,Sergio Paulinho,POR,TCS,WT,35.0,1.0,20.0
2016,319.0,Sergio Paulinho,POR,TNK,WT,36.0,1.0,8.0
2017,319.0,Sergio Paulinho,POR,EFP,CONT,37.0,1.0,0.0
2018,319.0,Sergio Paulinho,POR,EFP,CONT,38.0,1.0,0.0
2019,319.0,Sergio Paulinho,POR,EFP,CONT,39.0,1.0,0.0
2020,319.0,Sergio Paulinho,POR,EFP,CONT,40.0,1.0,0.0
2010,320.0,Serge Pauwels,BEL,SKY,WT,27.0,2.0,0.0
2011,320.0,Serge Pauwels,BEL,SKY,WT,28.0,1.0,0.0
2012,320.0,Serge Pauwels,BEL,OPQ,WT,29.0,1.0,17.0
2013,320.0,Serge Pauwels,BEL,OPQ,WT,30.0,1.0,0.0
2014,320.0,Serge Pauwels,BEL,OPQ,WT,31.0,1.0,10.0
2015,320.0,Serge Pauwels,BEL,MTN,PROF,32.0,1.0,200.0
2016,320.0,Serge Pauwels,BEL,DDD,WT,33.0,2.0,70.0
2017,320.0,Serge Pauwels,BEL,DDD,WT,34.0,1.0,240.0
2018,320.0,Serge Pauwels,BEL,DDD,WT,35.0,2.0,110.0
2019,320.0,Serge Pauwels,BEL,CPT,WT,36.0,1.0,38.0
2020,320.0,Serge Pauwels,BEL,CCC,WT,37.0,1.0,0.0
2010,321.0,Marcello Pavarin,ITA,CSF,PROF,24.0,2.0,0.0
2011,321.0,Marcello Pavarin,ITA,VCD,WT,25.0,1.0,15.0
2012,321.0,Marcello Pavarin,ITA,VCD,WT,26.0,1.0,0.0
2013,321.0,Marcello Pavarin,ITA,XYZ,,27.0,1.0,0.0
2014,321.0,Marcello Pavarin,ITA,XYZ,,28.0,1.0,0.0
2010,322.0,Martin Pedersen,DEN,FOT,WT,27.0,2.0,0.0
2011,322.0,Martin Pedersen,DEN,LEO,WT,28.0,1.0,0.0
2012,322.0,Martin Pedersen,DEN,CWO,CONT,29.0,1.0,0.0
2013,322.0,Martin Pedersen,DEN,CWO,CONT,30.0,1.0,0.0
2014,322.0,Martin Pedersen,DEN,CTO,CONT,31.0,1.0,0.0
2010,323.0,Jean-Christophe Peraud,FRA,OLO,WT,33.0,2.0,120.0
2011,323.0,Jean-Christophe Peraud,FRA,ALM,WT,34.0,2.0,395.0
2012,323.0,Jean-Christophe Peraud,FRA,ALM,WT,35.0,6.0,160.0
2013,323.0,Jean-Christophe Peraud,FRA,ALM,WT,36.0,4.0,290.0
2014,323.0,Jean-Christophe Peraud,FRA,ALM,WT,37.0,10.0,1050.0
2015,323.0,Jean-Christophe Peraud,FRA,ALM,WT,38.0,16.0,190.0
2016,323.0,Jean-Christophe Peraud,FRA,ALM,WT,39.0,6.0,142.0
2010,324.0,Ruben Perez,ESP,EUS,WT,29.0,2.0,105.0
2011,324.0,Ruben Perez,ESP,EUS,WT,30.0,2.0,80.0
2012,324.0,Ruben Perez,ESP,EUS,WT,31.0,1.0,75.0
2013,324.0,Ruben Perez,ESP,EUS,WT,32.0,2.0,0.0
2014,324.0,Ruben Perez,ESP,XYZ,,33.0,1.0,0.0
2015,324.0,Ruben Perez,ESP,XYZ,,34.0,1.0,0.0
2010,325.0,Francisco Perez,ESP,GCE,WT,32.0,2.0,0.0
2011,325.0,Francisco Perez,ESP,MOV,WT,33.0,1.0,30.0
2010,326.0,Evgeni Petrov,RUS,KAT,WT,32.0,2.0,104.0
2011,326.0,Evgeni Petrov,RUS,AST,WT,33.0,2.0,4.0
2012,326.0,Evgeni Petrov,RUS,AST,WT,34.0,1.0,7.0
2013,326.0,Evgeni Petrov,RUS,TST,WT,35.0,1.0,0.0
2014,326.0,Evgeni Petrov,RUS,TCS,WT,36.0,1.0,40.0
2015,326.0,Evgeni Petrov,RUS,TCS,WT,37.0,1.0,0.0
2016,326.0,Evgeni Petrov,RUS,TNK,WT,38.0,1.0,0.0
2017,326.0,Evgeni Petrov,RUS,XYZ,,39.0,1.0,0.0
2010,327.0,Alexandre Pichot,FRA,BBO,PROF,27.0,2.0,40.0
2011,327.0,Alexandre Pichot,FRA,EUC,PROF,28.0,2.0,20.0
2012,327.0,Alexandre Pichot,FRA,EUC,PROF,29.0,1.0,310.0
2013,327.0,Alexandre Pichot,FRA,EUC,PROF,30.0,4.0,0.0
2014,327.0,Alexandre Pichot,FRA,EUC,WT,31.0,1.0,10.0
2015,327.0,Alexandre Pichot,FRA,EUC,PROF,32.0,1.0,0.0
2016,327.0,Alexandre Pichot,FRA,DEN,PROF,33.0,1.0,0.0
2017,327.0,Alexandre Pichot,FRA,DEN,PROF,34.0,1.0,0.0
2018,327.0,Alexandre Pichot,FRA,TDE,PROF,35.0,1.0,10.0
2019,327.0,Alexandre Pichot,FRA,TDE,PROF,36.0,1.0,0.0
2010,328.0,Ruslan Pidgornyy,UKR,ISD,PROF,33.0,2.0,20.0
2011,328.0,Ruslan Pidgornyy,UKR,VCD,WT,34.0,2.0,40.0
2012,328.0,Ruslan Pidgornyy,UKR,XYZ,,35.0,1.0,0.0
2010,329.0,Daniele Pietropolli,ITA,LAM,WT,30.0,2.0,32.0
2011,329.0,Daniele Pietropolli,ITA,LAM,WT,31.0,2.0,120.0
2012,329.0,Daniele Pietropolli,ITA,LAM,WT,32.0,2.0,60.0
2013,329.0,Daniele Pietropolli,ITA,LAM,WT,33.0,1.0,0.0
2014,329.0,Daniele Pietropolli,ITA,XYZ,,34.0,1.0,0.0
2015,329.0,Daniele Pietropolli,ITA,XYZ,,35.0,1.0,0.0
2010,330.0,Evgueni Popov,RUS,KTA,CONT,,2.0,0.0
2010,331.0,Yaroslav Popovych,UKR,RSH,WT,30.0,2.0,0.0
2011,331.0,Yaroslav Popovych,UKR,RSH,WT,31.0,1.0,20.0
2012,331.0,Yaroslav Popovych,UKR,RNT,WT,32.0,1.0,30.0
2013,331.0,Yaroslav Popovych,UKR,RLT,WT,33.0,1.0,125.0
2014,331.0,Yaroslav Popovych,UKR,TFR,WT,34.0,2.0,35.0
2015,331.0,Yaroslav Popovych,UKR,TFR,WT,35.0,1.0,0.0
2016,331.0,Yaroslav Popovych,UKR,TFS,WT,36.0,1.0,0.0
2010,332.0,Morris Possoni,ITA,SKY,WT,26.0,2.0,15.0
2011,332.0,Morris Possoni,ITA,SKY,WT,27.0,2.0,40.0
2012,332.0,Morris Possoni,ITA,LAM,WT,28.0,1.0,0.0
2013,332.0,Morris Possoni,ITA,XYZ,,29.0,1.0,0.0
2014,332.0,Morris Possoni,ITA,XYZ,,30.0,1.0,0.0
2010,333.0,Joost Posthuma,NED,RAB,WT,29.0,2.0,40.0
2011,333.0,Joost Posthuma,NED,LEO,WT,30.0,2.0,30.0
2012,333.0,Joost Posthuma,NED,RNT,WT,31.0,1.0,30.0
2010,334.0,Domenico Pozzovivo,ITA,CSF,PROF,28.0,2.0,515.0
2011,334.0,Domenico Pozzovivo,ITA,COG,PROF,29.0,8.0,490.0
2012,334.0,Domenico Pozzovivo,ITA,COG,PROF,30.0,6.0,842.0
2013,334.0,Domenico Pozzovivo,ITA,ALM,WT,31.0,14.0,790.0
2014,334.0,Domenico Pozzovivo,ITA,ALM,WT,32.0,12.0,905.0
2015,334.0,Domenico Pozzovivo,ITA,ALM,WT,33.0,18.0,975.0
2016,334.0,Domenico Pozzovivo,ITA,ALM,WT,34.0,16.0,167.0
2017,334.0,Domenico Pozzovivo,ITA,ALM,WT,35.0,8.0,1226.0
2018,334.0,Domenico Pozzovivo,ITA,TBM,WT,36.0,16.0,1280.0
2019,334.0,Domenico Pozzovivo,ITA,TBM,WT,37.0,14.0,205.0
2020,334.0,Domenico Pozzovivo,ITA,NTT,WT,38.0,4.0,0.0
2010,335.0,Rupert Probst,AUT,RAD,CONT,,2.0,0.0
2010,336.0,Grégory Rast,SUI,RSH,WT,30.0,2.0,110.0
2011,336.0,Grégory Rast,SUI,RSH,WT,31.0,2.0,300.0
2012,336.0,Grégory Rast,SUI,RNT,WT,32.0,4.0,310.0
2013,336.0,Grégory Rast,SUI,RLT,WT,33.0,6.0,40.0
2014,336.0,Grégory Rast,SUI,TFR,WT,34.0,1.0,10.0
2015,336.0,Grégory Rast,SUI,TFR,WT,35.0,1.0,13.0
2016,336.0,Grégory Rast,SUI,TFS,WT,36.0,1.0,0.0
2017,336.0,Grégory Rast,SUI,TFS,WT,37.0,1.0,0.0
2018,336.0,Grégory Rast,SUI,TFS,WT,38.0,1.0,18.0
2010,337.0,Francesco Reda,ITA,QST,WT,28.0,2.0,0.0
2011,337.0,Francesco Reda,ITA,QST,WT,29.0,1.0,0.0
2012,337.0,Francesco Reda,ITA,ASA,PROF,30.0,1.0,245.0
2013,337.0,Francesco Reda,ITA,AND,PROF,31.0,2.0,90.0
2014,337.0,Francesco Reda,ITA,XYZ,,32.0,1.0,0.0
2015,337.0,Francesco Reda,ITA,IDE,CONT,33.0,1.0,10.0
2010,338.0,Mark Renshaw,AUS,THR,WT,28.0,2.0,75.0
2011,338.0,Mark Renshaw,AUS,THR,WT,29.0,2.0,62.0
2012,338.0,Mark Renshaw,AUS,RAB,WT,30.0,2.0,410.0
2013,338.0,Mark Renshaw,AUS,BLA,WT,31.0,8.0,221.0
2014,338.0,Mark Renshaw,AUS,OPQ,WT,32.0,4.0,173.0
2015,338.0,Mark Renshaw,AUS,EQS,WT,33.0,4.0,0.0
2016,338.0,Mark Renshaw,AUS,DDD,WT,34.0,1.0,295.0
2017,338.0,Mark Renshaw,AUS,DDD,WT,35.0,4.0,10.0
2018,338.0,Mark Renshaw,AUS,DDD,WT,36.0,1.0,0.0
2019,338.0,Mark Renshaw,AUS,TDD,WT,37.0,1.0,12.0
2010,339.0,Christophe Riblon,FRA,ALM,WT,29.0,2.0,155.0
2011,339.0,Christophe Riblon,FRA,ALM,WT,30.0,4.0,40.0
2012,339.0,Christophe Riblon,FRA,ALM,WT,31.0,1.0,40.0
2013,339.0,Christophe Riblon,FRA,ALM,WT,32.0,1.0,431.0
2014,339.0,Christophe Riblon,FRA,ALM,WT,33.0,8.0,125.0
2015,339.0,Christophe Riblon,FRA,ALM,WT,34.0,2.0,112.0
2016,339.0,Christophe Riblon,FRA,ALM,WT,35.0,2.0,18.0
2017,339.0,Christophe Riblon,FRA,ALM,WT,36.0,1.0,0.0
2010,340.0,Dominik Roels,GER,MRM,WT,,2.0,0.0
2010,341.0,Dominique Rollin,CAN,CTT,PROF,28.0,2.0,60.0
2011,341.0,Dominique Rollin,CAN,FDJ,PROF,29.0,2.0,190.0
2012,341.0,Dominique Rollin,CAN,FDJ,WT,30.0,2.0,0.0
2013,341.0,Dominique Rollin,CAN,FDJ,WT,31.0,1.0,0.0
2014,341.0,Dominique Rollin,CAN,XYZ,,32.0,1.0,0.0
2015,341.0,Dominique Rollin,CAN,COF,PROF,33.0,1.0,0.0
2016,341.0,Dominique Rollin,CAN,XYZ,,34.0,1.0,0.0
2017,341.0,Dominique Rollin,CAN,XYZ,,35.0,1.0,0.0
2010,342.0,Piet Rooijakkers,NED,SKS,PROF,,2.0,0.0
2010,343.0,Sébastien Rosseler,BEL,RSH,WT,29.0,2.0,150.0
2011,343.0,Sébastien Rosseler,BEL,RSH,WT,30.0,4.0,260.0
2012,343.0,Sébastien Rosseler,BEL,GRS,WT,31.0,4.0,16.0
2013,343.0,Sébastien Rosseler,BEL,GRS,WT,32.0,2.0,0.0
2014,343.0,Sébastien Rosseler,BEL,VER,CONT,33.0,1.0,0.0
2015,343.0,Sébastien Rosseler,BEL,VER,CONT,34.0,1.0,0.0
2010,344.0,Hayden Roulston,NZL,THR,WT,29.0,2.0,236.0
2011,344.0,Hayden Roulston,NZL,THR,WT,30.0,4.0,2.0
2012,344.0,Hayden Roulston,NZL,RNT,WT,31.0,2.0,5.0
2013,344.0,Hayden Roulston,NZL,RLT,WT,32.0,1.0,45.0
2014,344.0,Hayden Roulston,NZL,TFR,WT,33.0,1.0,0.0
2015,344.0,Hayden Roulston,NZL,TFR,WT,34.0,1.0,8.0
2012,345.0,Jaume Rovira,ESP,TKT,CONT,33.0,1.0,0.0
2013,345.0,Jaume Rovira,ESP,XYZ,,34.0,1.0,0.0
2014,345.0,Jaume Rovira,ESP,JSH,CONT,35.0,1.0,0.0
2015,345.0,Jaume Rovira,ESP,ECU,CONT,36.0,1.0,0.0
2010,346.0,Jérémy Roy,FRA,FDJ,WT,27.0,2.0,30.0
2011,346.0,Jérémy Roy,FRA,FDJ,PROF,28.0,2.0,70.0
2012,346.0,Jérémy Roy,FRA,FDJ,WT,29.0,1.0,350.0
2013,346.0,Jérémy Roy,FRA,FDJ,WT,30.0,8.0,90.0
2014,346.0,Jérémy Roy,FRA,FDJ,WT,31.0,2.0,78.0
2015,346.0,Jérémy Roy,FRA,FDJ,WT,32.0,1.0,18.0
2016,346.0,Jérémy Roy,FRA,FDJ,WT,33.0,1.0,30.0
2017,346.0,Jérémy Roy,FRA,FDJ,WT,34.0,1.0,2.0
2018,346.0,Jérémy Roy,FRA,FDJ,WT,35.0,1.0,40.0
2011,347.0,Miguel Rubiano,COL,DAN,CONT,27.0,1.0,50.0
2012,347.0,Miguel Rubiano,COL,AND,PROF,28.0,1.0,425.0
2013,347.0,Miguel Rubiano,COL,AND,PROF,29.0,8.0,85.0
2014,347.0,Miguel Rubiano,COL,COL,PROF,30.0,2.0,150.0
2015,347.0,Miguel Rubiano,COL,COL,PROF,31.0,2.0,60.0
2016,347.0,Miguel Rubiano,COL,COD,CONT,32.0,1.0,0.0
2017,347.0,Miguel Rubiano,COL,ECZ,CONT,33.0,1.0,0.0
2018,347.0,Miguel Rubiano,COL,ECZ,CONT,34.0,1.0,0.0
2019,347.0,Miguel Rubiano,COL,XYZ,,35.0,1.0,0.0
2020,347.0,Miguel Rubiano,COL,CTA,CONT,36.0,1.0,0.0
2010,348.0,Jose Rubiera,ESP,RSH,WT,,2.0,10.0
2010,349.0,Jose Rujano,VEN,ISD,PROF,28.0,2.0,125.0
2011,349.0,Jose Rujano,VEN,AND,PROF,29.0,2.0,515.0
2012,349.0,Jose Rujano,VEN,AND,PROF,30.0,6.0,60.0
2013,349.0,Jose Rujano,VEN,VCD,WT,31.0,4.0,100.0
2014,349.0,Jose Rujano,VEN,XYZ,,32.0,2.0,0.0
2015,349.0,Jose Rujano,VEN,XYZ,,33.0,1.0,0.0
2016,349.0,Jose Rujano,VEN,XYZ,,34.0,1.0,0.0
2017,349.0,Jose Rujano,VEN,XYZ,,35.0,1.0,0.0
2018,349.0,Jose Rujano,VEN,XYZ,,36.0,1.0,0.0
2010,350.0,Marek Rutkiewicz,POL,MRZ,CONT,29.0,2.0,40.0
2011,350.0,Marek Rutkiewicz,POL,CCC,PROF,30.0,2.0,10.0
2012,350.0,Marek Rutkiewicz,POL,CCC,CONT,31.0,1.0,0.0
2013,350.0,Marek Rutkiewicz,POL,CCC,PROF,32.0,1.0,0.0
2014,350.0,Marek Rutkiewicz,POL,CCC,PROF,33.0,1.0,4.0
2015,350.0,Marek Rutkiewicz,POL,CCC,PROF,34.0,1.0,0.0
2016,350.0,Marek Rutkiewicz,POL,WIB,CONT,35.0,1.0,0.0
2017,350.0,Marek Rutkiewicz,POL,XYZ,,36.0,1.0,0.0
2018,350.0,Marek Rutkiewicz,POL,XYZ,,37.0,1.0,0.0
2019,350.0,Marek Rutkiewicz,POL,WIB,CONT,38.0,1.0,0.0
2020,350.0,Marek Rutkiewicz,POL,MAZ,CONT,39.0,1.0,0.0
2011,351.0,Julian Sanchez,ESP,CJR,PROF,31.0,1.0,20.0
2012,351.0,Julian Sanchez,ESP,CJR,PROF,32.0,1.0,40.0
2013,351.0,Julian Sanchez,ESP,XYZ,,33.0,1.0,0.0
2014,351.0,Julian Sanchez,ESP,XYZ,,34.0,1.0,0.0
2010,352.0,Bert Scheirlinckx,BEL,LAN,PROF,36.0,2.0,100.0
2011,352.0,Bert Scheirlinckx,BEL,LAN,PROF,37.0,2.0,30.0
2012,352.0,Bert Scheirlinckx,BEL,GAB,CONT,38.0,1.0,0.0
2013,352.0,Bert Scheirlinckx,BEL,XYZ,,39.0,1.0,0.0
2014,352.0,Bert Scheirlinckx,BEL,XYZ,,40.0,1.0,0.0
2010,353.0,Björn Schröder,GER,MRM,WT,,2.0,0.0
2010,354.0,André Schulze,GER,PSK,CONT,36.0,2.0,0.0
2011,354.0,André Schulze,GER,CCC,PROF,37.0,1.0,0.0
2012,354.0,André Schulze,GER,APP,PROF,38.0,1.0,75.0
2013,354.0,André Schulze,GER,EUS,WT,39.0,1.0,0.0
2010,355.0,Roy Sentjens,BEL,MRM,WT,,2.0,0.0
2010,356.0,Jose Serpa,COL,AND,PROF,31.0,2.0,75.0
2011,356.0,Jose Serpa,COL,AND,PROF,32.0,2.0,225.0
2012,356.0,Jose Serpa,COL,AND,PROF,33.0,2.0,0.0
2013,356.0,Jose Serpa,COL,LAM,WT,34.0,2.0,2.0
2014,356.0,Jose Serpa,COL,LAM,WT,35.0,1.0,70.0
2015,356.0,Jose Serpa,COL,LAM,WT,36.0,1.0,0.0
2016,356.0,Jose Serpa,COL,ANQ,CONT,37.0,1.0,0.0
2017,356.0,Jose Serpa,COL,XYZ,,38.0,1.0,0.0
2018,356.0,Jose Serpa,COL,GWS,CONT,39.0,1.0,0.0
2019,356.0,Jose Serpa,COL,GWS,CONT,40.0,1.0,0.0
2020,356.0,Jose Serpa,COL,XYZ,,41.0,1.0,0.0
2010,357.0,Marcel Sieberg,GER,THR,WT,28.0,2.0,155.0
2011,357.0,Marcel Sieberg,GER,OLO,WT,29.0,4.0,0.0
2012,357.0,Marcel Sieberg,GER,LTB,WT,30.0,1.0,0.0
2013,357.0,Marcel Sieberg,GER,LTB,WT,31.0,1.0,70.0
2014,357.0,Marcel Sieberg,GER,LTB,WT,32.0,2.0,0.0
2015,357.0,Marcel Sieberg,GER,LTS,WT,33.0,1.0,60.0
2016,357.0,Marcel Sieberg,GER,LTS,WT,34.0,1.0,175.0
2017,357.0,Marcel Sieberg,GER,LTS,WT,35.0,2.0,20.0
2018,357.0,Marcel Sieberg,GER,LTS,WT,36.0,1.0,0.0
2019,357.0,Marcel Sieberg,GER,TBM,WT,37.0,1.0,2.0
2020,357.0,Marcel Sieberg,GER,TBM,WT,38.0,1.0,0.0
2010,358.0,Gilberto Simoni,ITA,LAM,WT,,2.0,0.0
2011,359.0,Joaquin Sobrino,ESP,CJR,PROF,29.0,1.0,0.0
2012,359.0,Joaquin Sobrino,ESP,SPT,CONT,30.0,1.0,0.0
2013,359.0,Joaquin Sobrino,ESP,SPT,CONT,31.0,1.0,0.0
2014,359.0,Joaquin Sobrino,ESP,SPT,CONT,32.0,1.0,0.0
2015,359.0,Joaquin Sobrino,ESP,DCT,CONT,33.0,1.0,0.0
2016,359.0,Joaquin Sobrino,ESP,DCT,CONT,34.0,1.0,0.0
2017,359.0,Joaquin Sobrino,ESP,XYZ,,35.0,1.0,0.0
2010,360.0,Luca Solari,ITA,AND,PROF,31.0,2.0,0.0
2011,360.0,Luca Solari,ITA,AND,PROF,32.0,1.0,0.0
2012,360.0,Luca Solari,ITA,XYZ,,33.0,1.0,0.0
2010,361.0,Juan Mauricio Soler,COL,GCE,WT,,2.0,20.0
2011,361.0,Juan Mauricio Soler,COL,MOV,WT,,2.0,46.0
2010,362.0,Nicki Sørensen,DEN,SAX,WT,35.0,2.0,100.0
2011,362.0,Nicki Sørensen,DEN,SBS,WT,36.0,2.0,270.0
2012,362.0,Nicki Sørensen,DEN,STB,WT,37.0,4.0,20.0
2013,362.0,Nicki Sørensen,DEN,TST,WT,38.0,1.0,60.0
2014,362.0,Nicki Sørensen,DEN,TCS,WT,39.0,2.0,70.0
2010,363.0,Mathieu Sprick,FRA,BBO,PROF,29.0,2.0,0.0
2011,363.0,Mathieu Sprick,FRA,SKS,PROF,30.0,1.0,0.0
2012,363.0,Mathieu Sprick,FRA,ARG,PROF,31.0,1.0,4.0
2013,363.0,Mathieu Sprick,FRA,ARG,WT,32.0,1.0,0.0
2014,363.0,Mathieu Sprick,FRA,GIA,WT,33.0,1.0,0.0
2010,364.0,Harald Starzengruber,AUT,XYZ,,,1.0,100.0
2010,365.0,Sylwester Szmyd,POL,LIQ,WT,32.0,2.0,96.0
2011,365.0,Sylwester Szmyd,POL,LIQ,WT,33.0,2.0,7.0
2012,365.0,Sylwester Szmyd,POL,LIQ,WT,34.0,1.0,200.0
2013,365.0,Sylwester Szmyd,POL,MOV,WT,35.0,4.0,2.0
2014,365.0,Sylwester Szmyd,POL,MOV,WT,36.0,1.0,110.0
2015,365.0,Sylwester Szmyd,POL,CCC,PROF,37.0,1.0,0.0
2016,365.0,Sylwester Szmyd,POL,CCC,PROF,38.0,1.0,0.0
2010,366.0,Bram Tankink,NED,RAB,WT,32.0,2.0,50.0
2011,366.0,Bram Tankink,NED,RAB,WT,33.0,2.0,348.0
2012,366.0,Bram Tankink,NED,RAB,WT,34.0,4.0,0.0
2013,366.0,Bram Tankink,NED,BLA,WT,35.0,1.0,0.0
2014,366.0,Bram Tankink,NED,BEL,WT,36.0,1.0,0.0
2015,366.0,Bram Tankink,NED,TLJ,WT,37.0,1.0,15.0
2016,366.0,Bram Tankink,NED,TLJ,WT,38.0,1.0,0.0
2017,366.0,Bram Tankink,NED,TLJ,WT,39.0,1.0,0.0
2018,366.0,Bram Tankink,NED,TLJ,WT,40.0,1.0,92.0
2010,367.0,Laurens ten Dam,NED,RAB,WT,30.0,2.0,0.0
2011,367.0,Laurens ten Dam,NED,RAB,WT,31.0,1.0,150.0
2012,367.0,Laurens ten Dam,NED,RAB,WT,32.0,2.0,305.0
2013,367.0,Laurens ten Dam,NED,BLA,WT,33.0,6.0,130.0
